"filename", "language", "C++", "Markdown", "JSON", "Makefile", "comment", "blank", "total"
"/home/ubuntu/IB2TF/Test/Sod/.VSCodeCounter/2022-03-18_19-33-38/details.md", "Markdown", 0, 15, 0, 0, 0, 6, 21
"/home/ubuntu/IB2TF/Test/Sod/.VSCodeCounter/2022-03-18_19-33-38/diff-details.md", "Markdown", 0, 9, 0, 0, 0, 6, 15
"/home/ubuntu/IB2TF/Test/Sod/.VSCodeCounter/2022-03-18_19-33-38/diff.md", "Markdown", 0, 12, 0, 0, 0, 7, 19
"/home/ubuntu/IB2TF/Test/Sod/.VSCodeCounter/2022-03-18_19-33-38/results.json", "JSON", 0, 0, 1, 0, 0, 0, 1
"/home/ubuntu/IB2TF/Test/Sod/.VSCodeCounter/2022-03-18_19-33-38/results.md", "Markdown", 0, 19, 0, 0, 0, 7, 26
"/home/ubuntu/IB2TF/Test/Sod/Initialize.cpp", "C++", 46, 0, 0, 0, 2, 0, 48
"/home/ubuntu/IB2TF/Test/Sod/Level_Set_function.cpp", "C++", 9, 0, 0, 0, 0, 4, 13
"/home/ubuntu/IB2TF/Test/Sod/Makefile", "Makefile", 0, 0, 0, 31, 0, 13, 44
"/home/ubuntu/IB2TF/Test/Sod/Sod.cpp", "C++", 99, 0, 0, 0, 1, 18, 118
"Total", "-", 1531, 636, 10, 63, 138, 422, 2800
